Day,Susceptible,Exposed,Infected,Recovered,Died
0,24,0,0,0,0
1,24,0,0,0,0
2,29,0,0,0,0
3,58,0,0,0,0
4,60,1,0,0,0
5,65,1,0,0,0
6,149,1,0,0,0
7,153,1,0,0,0
8,170,0,1,0,0
9,217,1,1,0,0
10,308,1,1,0,0
11,311,2,0,1,0
12,334,1,0,2,0
13,346,1,0,2,0
14,347,1,0,2,0
15,368,1,0,2,0
16,369,1,0,2,0
17,380,1,0,2,0
18,391,1,0,2,0
19,445,2,1,2,0
20,446,2,2,2,0
21,466,3,1,3,0
22,489,3,1,3,0
23,485,3,1,3,0
24,492,2,1,4,0
25,485,2,0,5,0
26,469,1,1,3,0
27,443,1,0,4,0
28,512,1,0,3,0
29,489,0,0,3,0
30,471,1,0,1,0
31,439,2,0,1,0
32,420,2,1,1,0
33,428,2,1,1,0
34,441,2,1,1,0
35,441,2,1,1,0
36,439,3,0,2,0
37,425,2,0,2,0
38,428,3,0,2,0
39,458,3,0,2,0
40,440,4,0,2,0
41,499,3,0,2,0
42,493,2,1,2,0
43,477,2,1,2,0
44,459,2,1,2,0
45,469,3,1,2,0
46,496,2,1,2,0
47,506,2,0,3,0
48,485,2,2,3,0
49,468,2,1,4,0
50,451,2,1,3,0
51,448,2,0,3,0
52,441,2,0,3,0
53,436,1,1,3,0
54,417,1,1,3,0
55,422,1,1,2,0
56,426,3,1,3,0
57,436,3,0,4,0
58,438,2,0,4,0
59,420,3,0,4,0
60,424,3,0,4,0
