Day,Susceptible,Exposed,Infected,Recovered,Died
0,24,0,0,0,0
1,24,0,0,0,0
2,25,0,0,0,0
3,41,0,0,0,0
4,98,0,0,0,0
5,109,0,0,0,0
6,120,1,0,0,0
7,152,1,0,0,0
8,155,1,0,0,0
9,162,1,0,0,0
10,163,1,0,0,0
11,166,1,0,0,0
12,188,1,0,0,0
13,207,1,0,0,0
14,208,1,0,0,0
15,222,0,0,1,0
16,238,0,0,1,0
17,254,0,0,1,0
18,270,0,0,1,0
19,287,0,0,1,0
20,324,0,0,1,0
21,341,0,0,1,0
22,376,0,0,0,0
23,385,0,0,0,0
24,363,1,0,0,0
25,344,2,0,0,0
26,327,2,0,0,0
27,319,1,1,0,0
28,325,2,1,0,0
29,326,1,1,1,0
30,335,1,1,1,0
31,336,1,1,1,0
32,368,1,0,1,0
33,387,0,1,1,0
34,380,1,0,2,0
35,375,0,1,2,0
36,360,1,1,2,0
37,344,1,0,3,0
38,339,2,0,2,0
39,333,2,0,2,0
40,382,2,0,2,0
41,372,2,0,2,0
42,378,1,0,1,0
43,380,2,0,0,0
44,359,2,0,0,0
45,352,2,0,0,0
46,383,1,1,0,0
47,378,0,2,0,0
48,459,0,2,0,0
49,461,0,2,0,0
50,461,1,2,0,0
51,448,2,1,0,0
52,457,3,1,0,0
53,475,4,0,1,0
54,445,6,0,1,0
55,532,6,0,2,0
56,528,6,0,2,0
57,536,6,0,2,0
58,543,3,2,1,0
59,525,6,2,1,0
60,550,6,2,1,0
