Day,Susceptible,Exposed,Infected,Recovered,Died
0,24,0,0,0,0
1,24,0,0,0,0
2,31,1,0,0,0
3,57,1,0,0,0
4,59,1,0,0,0
5,111,1,0,0,0
6,113,3,0,0,0
7,113,4,0,0,0
8,119,4,0,0,0
9,165,4,0,0,0
10,166,4,1,0,0
11,273,5,1,0,0
12,295,3,3,0,0
13,321,3,2,1,0
14,366,3,3,1,0
15,374,3,3,1,0
16,382,3,3,1,0
17,408,4,2,2,0
18,422,4,1,3,0
19,427,4,1,3,0
20,432,5,1,3,0
21,439,5,1,4,0
22,437,4,0,6,0
23,429,2,1,4,0
24,453,3,0,4,0
25,456,2,2,3,0
26,519,4,3,3,0
27,498,4,2,5,0
28,538,5,2,5,0
29,531,4,3,5,0
30,527,5,3,5,0
31,495,4,4,4,0
32,458,2,4,5,0
33,421,2,3,5,0
34,380,5,2,4,0
35,384,5,1,6,0
36,372,4,2,6,0
37,378,4,1,7,0
38,364,3,2,7,0
39,373,3,2,7,0
40,380,4,2,7,0
41,439,5,2,7,0
42,429,5,3,7,0
43,421,4,3,8,0
44,433,5,1,11,0
45,422,5,1,10,0
46,422,6,1,9,0
47,409,3,2,10,0
48,391,3,1,9,0
49,368,5,1,8,0
50,384,5,1,8,0
51,410,7,0,7,0
52,396,8,0,7,0
53,390,6,2,7,0
54,416,5,1,9,0
55,410,6,2,9,0
56,409,6,3,8,0
57,410,7,2,9,0
58,418,6,2,10,0
59,422,6,0,12,0
60,446,6,0,12,0
