Day,Susceptible,Exposed,Infected,Recovered,Died
0,24,0,0,0,0
1,24,0,0,0,0
2,41,0,0,0,0
3,76,1,0,0,0
4,85,1,0,0,0
5,86,0,1,0,0
6,96,1,0,1,0
7,99,1,0,1,0
8,100,1,0,1,0
9,131,1,0,1,0
10,140,1,0,1,0
11,166,2,0,1,0
12,184,2,0,1,0
13,215,2,0,1,0
14,222,2,0,1,0
15,224,3,0,1,0
16,236,3,0,1,0
17,245,3,0,1,0
18,246,3,0,1,0
19,248,3,0,1,0
20,257,3,0,1,0
21,307,2,1,1,0
22,338,2,0,2,0
23,400,2,0,2,0
24,388,2,1,2,0
25,430,4,1,2,0
26,431,6,1,2,0
27,432,7,0,3,0
28,461,8,0,2,0
29,456,7,1,2,0
30,450,7,1,2,0
31,478,7,1,2,0
32,473,8,1,2,0
33,464,7,1,2,0
34,502,6,2,2,0
35,497,7,2,2,0
36,501,6,0,4,0
37,501,7,0,4,0
38,497,7,0,4,0
39,488,6,1,4,0
40,498,6,0,5,0
41,538,7,0,5,0
42,601,4,1,5,0
43,567,5,1,4,0
44,564,4,2,3,0
45,541,3,3,3,0
46,504,3,1,4,0
47,494,2,2,4,0
48,500,4,1,4,0
49,474,4,1,5,0
50,484,5,2,5,0
51,481,5,0,8,0
52,470,4,2,8,0
53,453,3,3,7,0
54,434,3,1,9,0
55,465,4,0,10,0
56,464,4,0,11,0
57,446,4,0,11,0
58,454,5,0,11,0
59,473,4,1,11,0
60,475,4,1,11,0
