Day,Susceptible,Exposed,Infected,Recovered,Died
0,24,0,0,0,0
1,24,0,0,0,0
2,28,0,0,0,0
3,29,0,0,0,0
4,86,0,0,0,0
5,110,0,0,0,0
6,118,0,0,0,0
7,160,0,0,0,0
8,160,1,0,0,0
9,164,1,0,0,0
10,192,1,1,0,0
11,226,1,1,0,0
12,232,1,1,0,0
13,233,1,1,0,0
14,236,1,1,0,0
15,243,2,1,0,0
16,246,1,2,0,0
17,274,3,2,0,0
18,310,2,1,2,0
19,320,1,2,2,0
20,320,3,2,2,0
21,333,4,2,2,0
22,328,4,2,2,0
23,333,4,0,4,0
24,324,4,0,5,0
25,340,3,0,5,0
26,343,3,0,5,0
27,325,4,0,3,0
28,310,3,1,2,0
29,305,3,1,2,0
30,300,3,0,2,0
31,305,3,0,2,0
32,311,3,0,2,0
33,311,3,0,2,0
34,304,3,0,2,0
35,309,3,0,2,0
36,322,5,0,2,0
37,311,4,1,2,0
38,427,4,1,0,0
39,423,4,1,0,0
40,427,6,0,1,0
41,423,6,1,1,0
42,409,6,0,1,0
43,423,6,0,1,0
44,414,5,2,1,0
45,445,6,2,1,0
46,473,8,2,1,0
47,488,9,2,2,0
48,488,9,3,2,0
49,512,10,3,1,0
50,503,9,4,2,0
51,513,9,2,4,0
52,503,11,2,4,0
53,493,8,4,5,0
54,481,9,2,7,0
55,473,8,2,8,0
56,457,8,1,9,0
57,442,7,1,9,0
58,424,7,1,8,0
59,418,4,2,9,0
60,425,4,2,9,0
