Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,4,0,0,0,0
3,5,0,0,0,0
4,62,0,0,0,0
5,86,0,0,0,0
6,94,0,0,0,0
7,136,0,0,0,0
8,137,0,0,0,1
9,141,0,0,0,1
10,170,0,0,0,2
11,204,0,0,0,2
12,210,0,0,0,2
13,211,0,0,0,2
14,214,0,0,0,2
15,222,0,0,0,3
16,225,0,0,0,3
17,255,0,0,0,5
18,291,0,0,0,5
19,301,0,0,0,5
20,303,0,0,0,7
21,319,2,0,0,8
22,323,11,0,0,8
23,341,24,0,0,8
24,347,38,0,0,9
25,373,49,0,0,9
26,406,79,0,0,9
27,411,103,0,0,10
28,413,121,0,0,10
29,430,143,0,0,10
30,442,161,0,0,10
31,460,174,0,0,10
32,481,189,0,0,10
33,492,200,0,0,10
34,495,210,0,0,10
35,504,214,0,0,10
36,526,221,0,0,12
37,527,233,0,0,12
38,663,255,0,0,13
39,674,270,0,0,14
40,697,287,0,0,16
41,712,305,0,0,18
42,716,324,0,0,18
43,738,332,0,0,18
44,742,344,0,0,19
45,790,360,0,0,20
46,837,377,0,0,20
47,867,390,0,0,21
48,880,402,0,0,22
49,918,416,0,0,22
50,925,431,0,0,23
51,950,446,0,0,24
52,953,457,0,0,26
53,959,473,0,0,26
54,960,485,0,0,26
55,968,501,0,0,26
56,980,529,0,0,26
57,981,546,0,0,26
58,995,579,0,0,27
59,1025,616,0,0,27
60,1032,616,0,0,27
