Day,Susceptible,Exposed,Infected,Recovered,Died
0,24,0,0,0,0
1,24,0,0,0,0
2,30,0,0,0,0
3,46,0,0,0,0
4,80,0,0,0,0
5,111,0,0,0,0
6,128,0,0,0,0
7,129,1,0,0,0
8,153,1,0,0,0
9,306,2,0,1,0
10,319,2,0,1,0
11,348,1,0,2,0
12,370,2,0,2,0
13,389,1,1,2,0
14,405,1,0,3,0
15,432,3,0,3,0
16,438,2,1,3,0
17,443,2,1,3,0
18,447,2,1,3,0
19,451,2,1,3,0
20,452,2,1,3,0
21,472,2,1,3,0
22,525,5,1,3,0
23,532,5,1,3,0
24,588,7,0,4,0
25,573,5,2,4,0
26,587,6,2,4,0
27,574,6,2,5,0
28,597,5,0,6,0
29,559,5,0,6,0
30,523,3,1,4,0
31,509,3,1,3,0
32,492,4,1,3,0
33,490,2,0,4,0
34,488,2,0,3,0
35,485,2,0,3,0
36,534,3,0,2,0
37,576,3,0,2,0
38,569,3,0,2,0
39,651,5,0,2,0
40,656,5,0,2,0
41,643,4,2,2,0
42,625,3,3,2,0
43,604,5,3,2,0
44,580,5,3,3,0
45,557,4,4,4,0
46,566,5,1,7,0
47,551,4,2,7,0
48,549,4,1,7,0
49,563,4,1,8,0
50,555,4,1,8,0
51,537,9,0,9,0
52,512,9,0,7,0
53,513,9,0,5,0
54,496,8,2,5,0
55,528,7,3,5,0
56,498,7,5,5,0
57,480,7,6,6,0
58,464,4,6,7,0
59,422,3,4,8,0
60,450,3,4,8,0
