Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,8,0,0,0,0
3,9,0,0,0,0
4,10,0,0,0,0
5,32,0,0,0,0
6,42,0,0,0,0
7,47,0,0,0,0
8,87,0,0,0,0
9,90,0,0,0,1
10,105,0,0,0,1
11,109,0,0,0,1
12,112,0,0,0,1
13,123,0,0,0,1
14,130,0,0,0,2
15,141,0,0,0,2
16,152,0,0,0,3
17,156,0,0,0,3
18,157,0,0,0,3
19,182,0,0,0,4
20,191,1,0,0,4
21,196,2,0,0,4
22,244,3,0,0,4
23,251,7,0,0,5
24,293,12,0,0,5
25,340,16,0,0,5
26,351,28,0,0,5
27,383,41,0,0,5
28,405,61,0,0,8
29,410,75,0,0,8
30,419,86,0,0,9
31,420,99,0,0,9
32,447,104,0,0,9
33,453,106,0,0,9
34,480,116,0,0,9
35,513,126,0,0,9
36,534,138,0,0,10
37,559,149,0,0,10
38,588,156,0,0,14
39,595,172,0,0,14
40,652,182,0,0,16
41,685,199,0,0,18
42,705,218,0,0,18
43,709,234,0,0,18
44,714,263,0,0,18
45,744,293,0,0,18
46,748,326,0,0,19
47,759,348,0,0,20
48,763,376,0,0,21
49,764,392,0,0,21
50,882,407,0,0,21
51,886,418,0,0,21
52,900,428,0,0,21
53,914,446,0,0,21
54,917,466,0,0,21
55,960,486,0,0,21
56,965,508,0,0,22
57,1029,538,0,0,22
58,1045,557,0,0,23
59,1052,584,0,0,23
60,1070,584,0,0,23
