Day,Susceptible,Exposed,Infected,Recovered,Died
0,24,0,0,0,0
1,24,0,0,0,0
2,63,0,0,0,0
3,73,0,0,0,0
4,85,0,0,0,0
5,92,0,0,0,0
6,119,0,0,0,0
7,120,0,0,0,0
8,132,0,0,0,0
9,133,0,0,0,0
10,134,0,0,0,0
11,135,0,0,0,0
12,144,0,0,0,0
13,156,0,0,0,0
14,179,0,0,0,0
15,180,0,0,0,0
16,181,0,0,0,0
17,188,0,0,0,0
18,191,0,0,0,0
19,209,0,0,0,0
20,211,0,0,0,0
21,217,0,0,0,0
22,210,0,0,0,0
23,198,0,0,0,0
24,212,1,0,0,0
25,265,1,0,0,0
26,255,2,0,0,0
27,245,2,0,0,0
28,310,1,1,0,0
29,304,1,1,0,0
30,305,1,1,0,0
31,314,1,1,0,0
32,325,0,2,0,0
33,343,1,2,0,0
34,346,1,1,1,0
35,341,1,0,1,0
36,346,1,0,1,0
37,334,1,0,1,0
38,406,1,0,1,0
39,494,2,0,1,0
40,507,2,0,1,0
41,500,2,0,1,0
42,497,1,1,1,0
43,534,0,1,2,0
44,548,0,1,2,0
45,589,1,0,2,0
46,579,2,0,2,0
47,595,3,0,1,0
48,569,3,0,1,0
49,566,3,0,1,0
50,547,4,0,1,0
51,554,3,0,1,0
52,551,3,0,1,0
53,538,3,1,1,0
54,522,6,1,1,0
55,524,6,1,1,0
56,534,6,0,2,0
57,522,6,0,2,0
58,489,5,1,2,0
59,468,5,1,2,0
60,490,5,1,2,0
