359,1,0,23,10000,30,0
359,2,0,24,10000,30,0
359,13,3,26,10000,29,0
359,12,3,27,10000,29,0
359,0,0,28,10000,30,0
359,3,0,29,10000,29,0
359,14,3,33,10000,30,0
359,15,3,32,10000,29,0
360,1,0,44,0,21,0
360,2,0,44,0,16,0
360,13,3,30,0,7,0
360,12,3,37,0,8,0
360,14,3,23,0,7,0
360,15,3,17,0,8,0
360,0,0,28,0,30,0
360,3,0,29,0,29,0
361,0,0,28,10000,30,0
361,3,0,29,10000,29,0
839,18,4,22,10000,33,0
839,16,4,24,10000,31,0
839,19,4,24,10000,31,0
839,6,1,26,10000,33,0
839,4,1,29,10000,33,0
839,7,1,28,10000,32,0
839,17,4,32,10000,34,0
839,5,1,32,10000,29,0
840,18,4,38,0,6,0
840,16,4,30,0,8,0
840,19,4,17,0,7,0
840,6,1,43,0,22,0
840,4,1,44,0,25,0
840,5,1,44,0,17,0
840,15,3,17,0,8,0
840,14,3,23,0,7,0
840,7,1,28,0,32,0
840,13,3,30,0,7,0
840,17,4,32,0,34,0
840,12,3,37,0,8,0
840,1,0,44,0,21,0
840,2,0,44,0,16,0
841,7,1,28,10000,32,0
841,17,4,32,10000,34,0
841,15,3,26,0,33,0
841,14,3,28,0,33,0
841,13,3,29,0,30,0
841,12,3,27,0,29,0
841,1,0,29,0,31,0
841,2,0,24,0,31,0
842,2,0,24,10000,31,0
842,15,3,26,10000,33,0
842,12,3,27,10000,29,0
842,14,3,28,10000,33,0
842,1,0,29,10000,31,0
842,13,3,29,10000,30,0
1319,8,2,24,10000,32,0
1319,10,2,24,10000,30,0
1319,22,5,24,10000,29,0
1319,9,2,26,10000,34,0
1319,20,5,27,10000,32,0
1319,11,2,28,10000,32,0
1319,21,5,31,10000,31,0
1319,23,5,33,10000,28,0
1320,8,2,43,0,25,0
1320,10,2,43,0,11,0
1320,22,5,24,0,5,0
1320,20,5,30,0,6,0
1320,11,2,42,0,21,0
1320,21,5,38,0,7,0
1320,23,5,18,0,6,0
1320,19,4,17,0,7,0
1320,9,2,26,0,34,0
1320,16,4,30,0,8,0
1320,18,4,38,0,6,0
1320,6,1,43,0,22,0
1320,4,1,44,0,25,0
1320,5,1,44,0,17,0
1321,9,2,26,10000,34,0
1321,19,4,32,0,31,0
1321,16,4,29,0,32,0
1321,18,4,26,0,32,0
1321,6,1,26,0,30,0
1321,4,1,27,0,29,0
1321,5,1,26,0,29,0
1322,18,4,26,10000,32,0
1322,6,1,26,10000,30,0
1322,5,1,26,10000,29,0
1322,4,1,27,10000,29,0
1322,16,4,29,10000,32,0
1322,19,4,32,10000,31,0
1491,40,6,24,10000,29,0
1492,40,6,12,0,17,0
1493,40,6,12,0,17,0
1494,40,6,44,0,16,0
1495,40,6,44,0,16,0
1496,40,6,12,0,14,0
1497,41,6,23,10000,31,0
1497,40,6,12,0,14,0
1498,40,6,31,0,7,0
1498,41,6,9,0,23,0
1499,41,6,9,0,23,0
1500,41,6,44,0,21,0
1503,41,6,44,0,21,0
1504,41,6,10,0,25,0
1505,41,6,10,0,25,0
1506,41,6,19,0,7,0
1515,41,6,19,0,7,0
1516,41,6,31,0,30,0
1517,41,6,31,10000,30,0
1517,40,6,31,0,7,0
1518,40,6,28,0,31,0
1519,40,6,28,10000,31,0
1550,55,6,27,10000,33,0
1551,55,6,11,0,21,0
1552,55,6,11,0,21,0
1553,55,6,43,0,16,0
1554,55,6,43,0,16,0
1555,55,6,10,0,18,0
1556,55,6,10,0,18,0
1557,55,6,17,0,6,0
1560,56,6,28,10000,31,0
1561,56,6,10,0,12,0
1562,56,6,10,0,12,0
1563,56,6,43,0,15,0
1569,56,6,43,0,15,0
1570,56,6,11,0,25,0
1571,56,6,11,0,25,0
1572,56,6,37,0,8,0
1577,56,6,37,0,8,0
1578,56,6,25,0,32,0
1578,55,6,17,0,6,0
1579,56,6,25,10000,32,0
1579,55,6,24,0,29,0
1580,55,6,24,10000,29,0
1605,37,6,32,10000,30,0
1606,37,6,12,0,22,0
1607,37,6,12,0,22,0
1608,37,6,42,0,24,0
1619,37,6,42,0,24,0
1620,37,6,10,0,16,0
1621,37,6,10,0,16,0
1622,37,6,17,0,7,0
1623,37,6,17,0,7,0
1624,37,6,32,0,31,0
1625,37,6,32,10000,31,0
1626,48,6,24,10000,30,0
1627,48,6,10,0,21,0
1628,48,6,10,0,21,0
1629,48,6,43,0,17,0
1630,48,6,43,0,17,0
1631,48,6,9,0,25,0
1632,48,6,9,0,25,0
1633,48,6,32,0,7,0
1645,38,6,26,10000,34,0
1646,38,6,10,0,21,0
1647,38,6,10,0,21,0
1648,38,6,42,0,25,0
1656,38,6,42,0,25,0
1657,38,6,10,0,24,0
1660,48,6,32,0,7,0
1661,48,6,27,0,30,0
1662,48,6,27,10000,30,0
1662,38,6,10,0,24,0
1663,38,6,30,0,6,0
1679,38,6,30,0,6,0
1680,38,6,25,0,32,0
1681,38,6,25,10000,32,0
1712,28,6,32,10000,30,0
1713,28,6,10,0,14,0
1714,28,6,10,0,14,0
1715,28,6,43,0,16,0
1716,28,6,43,0,16,0
1717,28,6,9,0,11,0
1717,43,6,32,10000,28,0
1718,43,6,9,0,18,0
1718,28,6,9,0,11,0
1719,28,6,31,0,4,0
1719,43,6,9,0,18,0
1720,43,6,44,0,21,0
1722,43,6,44,0,21,0
1723,43,6,12,0,13,0
1724,45,6,27,10000,29,0
1725,45,6,10,0,19,0
1726,45,6,10,0,19,0
1727,45,6,43,0,21,0
1737,28,6,31,0,4,0
1738,28,6,25,0,31,0
1738,45,6,43,0,21,0
1739,28,6,25,10000,31,0
1739,45,6,11,0,16,0
1739,43,6,12,0,13,0
1740,43,6,30,0,5,0
1740,45,6,11,0,16,0
1741,45,6,37,0,8,0
1744,45,6,37,0,8,0
1745,45,6,31,0,30,0
1746,45,6,31,10000,30,0
1750,43,6,30,0,5,0
1751,43,6,30,0,30,0
1752,43,6,30,10000,30,0
1759,25,6,31,10000,33,0
1760,25,6,13,0,19,0
1761,59,6,26,10000,31,0
1761,25,6,13,0,19,0
1762,25,6,44,0,22,0
1762,59,6,10,0,12,0
1763,59,6,10,0,12,0
1763,25,6,44,0,22,0
1764,59,6,43,0,16,0
1764,25,6,10,0,14,0
1765,25,6,10,0,14,0
1765,59,6,43,0,16,0
1766,25,6,36,0,7,0
1766,59,6,10,0,15,0
1767,59,6,10,0,15,0
1768,59,6,19,0,6,0
1782,59,6,19,0,6,0
1783,59,6,25,0,32,0
1784,59,6,25,10000,32,0
1798,25,6,36,0,7,0
1799,25,6,29,0,30,0
1800,2,0,24,10000,31,0
1800,15,3,26,10000,33,0
1800,12,3,27,10000,29,0
1800,0,0,28,10000,30,0
1800,14,3,28,10000,33,0
1800,1,0,29,10000,31,0
1800,25,6,29,10000,30,0
1800,3,0,29,10000,29,0
1800,13,3,29,10000,30,0
1800,23,5,18,0,6,0
1800,22,5,24,0,5,0
1800,20,5,30,0,6,0
1800,21,5,38,0,7,0
1800,8,2,43,0,25,0
1800,11,2,42,0,21,0
1800,10,2,43,0,11,0
1801,23,5,28,0,31,0
1801,2,0,44,0,15,0
1801,22,5,24,0,30,0
1801,15,3,19,0,5,0
1801,12,3,39,0,5,0
1801,14,3,23,0,8,0
1801,1,0,43,0,11,0
1801,13,3,31,0,4,0
1801,20,5,31,0,30,0
1801,21,5,27,0,30,0
1801,8,2,28,0,32,0
1801,11,2,24,0,31,0
1801,10,2,28,0,29,0
1801,0,0,28,0,30,0
1801,3,0,29,0,29,0
1802,22,5,24,10000,30,0
1802,11,2,24,10000,31,0
1802,21,5,27,10000,30,0
1802,23,5,28,10000,31,0
1802,0,0,28,10000,30,0
1802,8,2,28,10000,32,0
1802,10,2,28,10000,29,0
1802,3,0,29,10000,29,0
1802,20,5,31,10000,30,0
1874,51,6,24,10000,32,0
1875,51,6,12,0,20,0
1876,51,6,12,0,20,0
1877,51,6,43,0,25,0
1879,51,6,43,0,25,0
1880,51,6,10,0,12,0
1881,51,6,10,0,12,0
1882,51,6,24,0,7,0
1899,51,6,24,0,7,0
1900,51,6,26,0,29,0
1901,51,6,26,10000,29,0
1980,52,6,23,10000,29,0
1980,60,6,24,10000,30,0
1981,52,6,11,0,18,0
1981,60,6,9,0,20,0
1982,60,6,9,0,20,0
1982,52,6,11,0,18,0
1983,60,6,43,0,16,0
1983,52,6,44,0,22,0
1986,60,6,43,0,16,0
1987,60,6,9,0,18,0
1988,60,6,9,0,18,0
1989,60,6,19,0,6,0
1994,52,6,44,0,22,0
1995,52,6,13,0,23,0
1996,52,6,13,0,23,0
1997,52,6,37,0,5,0
2001,32,6,26,10000,29,0
2002,32,6,11,0,17,0
2003,32,6,11,0,17,0
2004,32,6,43,0,17,0
2005,32,6,43,0,17,0
2006,32,6,11,0,22,0
2007,32,6,11,0,22,0
2007,60,6,19,0,6,0
2008,32,6,30,0,4,0
2008,60,6,26,0,32,0
