index,mean1,amplitude1,std1,mean2,amplitude2,std2
1,77.7061538831198,0.005503043695984914,8.898455001363846,0,0,0
2,23.261584437607105,0.004679835610086079,5.290418060840997,0,0,0
3,24.182615973408428,0.019526654188465584,8.609993861334123,42.871402103624234,0.0005641157902710026,9.692763545078751
4,17.727561106301778,0.009127267288786132,7.159725093210579,40.06562978824558,0.005247564316322379,6.456145700990209
5,43.988182595796715,0.0013999698964084627,9.868777594207295,0,0,0
6,48.76594865844805,0.023555278841790407,5.998368910791799,0,0,0
7,93.574625293577,0.014002886797439397,9.299702033681603,0,0,0
8,24.49455051341978,0.0019515477895583853,9.744427686266667,0,0,0
9,33.93974925843542,0.0004789875666064258,6.2051273301300585,63.619212518060394,0.00230893825622149,8.41631759412729
10,31.045018679728983,0.02727961206236346,8.31261142176991,42.90045069413234,0.0025877998160001693,6.558555380447055
11,18.837520671898027,0.0009393987736667574,7.248770666848828,66.39798187584492,0.008422847745949985,6.975751180009072
12,35.41074909947112,0.002654775061557585,5.22613644455269,91.1258018387656,0.001959828624191452,6.626651653816322
13,41.761104680838685,0.017602534969915446,8.035171238433424,75.09679629778506,0.00965255307264138,6.379995910112717
14,78.18674336409337,0.0022365193103931246,9.934434683002586,0,0,0
15,26.782464522461712,0.00042239468145253365,8.55670976374325,53.86862274634705,0.0019884240408880515,8.950877702656028
16,16.29379539739768,0.010753971856328178,5.579345297625649,0,0,0
17,82.25327911213294,0.013483520224146102,5.477050582452057,0,0,0
18,36.433497345831285,0.009755499660802412,8.64803089169032,0,0,0
19,21.675676202077724,0.011487806242613694,9.24456912133042,67.21603662991274,0.009717120953891038,8.608647605824366
20,75.53221029613768,0.014813867890931722,7.61366414690997,0,0,0
21,19.425719769005664,0.013180095055973102,6.008596011676981,0,0,0
22,37.047442478710664,0.015257120734941083,6.246461145744375,62.12161574343456,0.009075664739260931,7.051914615178148
23,27.260204102455397,0.028285607116739428,7.99432733244268,0,0,0
24,23.703809416590374,0.027890929570277192,9.040601897822086,0,0,0
25,18.967012085573003,0.013696037114487306,6.092202186084168,0,0,0
26,47.933757435824056,0.024223204654921875,6.590017374859319,77.92514779977603,0.008960912999234932,5.550259622638384
27,65.0536602460158,1.5611309859474566e-05,6.762844281670845,0,0,0
28,10.590931095151209,0.015322419077326972,7.0870550157438945,0,0,0
29,68.85706279567299,0.008082370013955644,6.220627611238871,0,0,0
30,37.472249221764194,0.015563718652300983,8.515094794475889,0,0,0
31,15.515841004263432,0.007617462418030341,6.234380314193006,0,0,0
32,52.266123000852765,0.00902634929450309,6.424202471887338,0,0,0
33,32.676386213399226,0.029298448674979587,7.055185066591156,0,0,0
34,33.68494946011197,0.02724797657899961,6.197809453334862,0,0,0
35,32.5647197909783,0.016586792672139836,5.404266631663576,66.04435549825084,0.005926967238793935,6.848272280307022
36,71.89838963200806,0.011033493981577597,8.161529152967898,0,0,0
37,26.950038803893506,0.023950353749536534,7.540993883703593,84.34387736354327,0.0015071754396542947,8.479064033954408
38,60.22590017100055,0.02032693085526847,5.082939144639281,0,0,0
39,78.8075889218758,0.01045997961875188,5.480882755457104,0,0,0
40,68.7297077387096,0.011602060389016122,9.683649943683672,0,0,0
41,67.43365994833886,0.022056483577223163,6.045358103688568,0,0,0
42,84.57384503738339,0.007738248831454668,8.299920230170894,0,0,0
43,51.74215459150101,0.00782487524491227,9.827096756443968,78.9243511958745,0.009962536997579244,7.791467268035488
44,36.90681193411389,0.010476287238379827,9.485551299762886,63.21183543495712,0.007259556788702394,9.435432121325587
45,47.73022919734079,0.028069049826628424,8.344941273571143,89.44413745236832,0.007853406511139437,7.903433107182273
46,14.312540571806364,0.0001518475153865606,7.743668946832931,71.21379495616677,0.0016080805141749867,8.459475988463467
47,52.26444216095988,0.000542260908465626,5.894113546106644,68.02345344532687,0.004938937151834346,6.8323439229142995
48,46.091994946002565,0.01704925810006415,6.838579015297167,81.67840068319819,0.0009367476782809247,6.326011838408627
49,35.069511021323116,0.014602264588783652,7.171971827552143,93.94611009272896,0.00906098787718554,6.750392038473379
50,59.036830193240526,0.014775530814565917,5.976214938990222,0,0,0
51,52.431437290203945,0.017160125976275493,8.842770071531545,0,0,0
52,17.527203874799582,0.02861785731007762,6.850793501277222,90.98257420103837,0.009148643902204486,5.077283082644337
53,24.056887948496833,0.01716877407512515,5.376731280030641,67.74410526049752,0.009803315837160457,6.52848509643591
54,46.17330853946642,0.005084782400582775,9.680773870803904,68.47834145072284,0.005568012624583502,8.480148983374864
55,12.992685561105617,0.020134305504721516,6.270818245348694,38.03636135260544,0.003586467812961639,6.476452942094694
56,41.48266625455369,0.021074522519613278,6.467959221322467,81.81493288127433,0.003594911512197552,9.046805777392567
57,31.777590205528934,0.018345411325970416,5.4079709020012015,0,0,0
58,52.628885048411966,0.023948855369003253,8.249819653888826,0,0,0
59,26.863312656590256,0.026598514468519796,7.894324477537793,39.814826872511865,0.00027616771873704705,7.192370615090435
60,13.055093272723077,0.013967940543973803,7.713223173537883,0,0,0
61,81.30934767589588,0.025812138549350258,6.25125680257932,0,0,0
