Day,Susceptible,Exposed,Infected,Recovered,Died
0,24,0,0,0,0
1,24,0,0,0,0
2,92,0,0,0,0
3,174,0,0,0,0
4,207,0,0,0,0
5,212,0,0,0,0
6,225,0,0,0,0
7,238,0,0,0,0
8,267,0,0,0,0
9,311,0,0,0,0
10,312,0,0,0,0
11,330,0,0,0,0
12,337,0,0,0,0
13,354,1,0,0,0
14,399,2,0,0,0
15,409,3,0,0,0
16,416,3,0,0,0
17,422,3,0,0,0
18,439,3,0,0,0
19,439,4,0,0,0
20,584,4,0,0,0
21,575,4,0,0,0
22,577,6,0,0,0
23,545,5,2,0,0
24,502,5,2,1,0
25,468,5,1,2,0
26,523,5,1,2,0
27,505,5,1,3,0
28,525,5,0,4,0
29,520,3,0,4,0
30,522,2,1,3,0
31,542,1,1,4,0
32,528,1,0,5,0
33,515,1,0,5,0
34,499,2,0,5,0
35,479,2,0,4,0
36,486,2,0,3,0
37,490,1,0,2,0
38,477,1,0,2,0
39,474,2,0,1,0
40,453,1,0,1,0
41,429,3,0,0,0
42,454,2,0,0,0
43,432,2,0,0,0
44,425,1,1,0,0
45,417,1,0,0,0
46,407,1,0,0,0
47,374,1,0,0,0
48,347,1,1,0,0
49,357,1,0,1,0
50,341,1,0,0,0
51,346,0,0,0,0
52,331,2,0,0,0
53,323,2,0,0,0
54,326,1,0,1,0
55,330,2,0,1,0
56,384,2,0,1,0
57,383,2,0,1,0
58,370,1,0,1,0
59,373,1,0,1,0
60,385,1,0,1,0
