Day,Susceptible,Exposed,Infected,Recovered,Died
0,24,0,0,0,0
1,24,0,0,0,0
2,48,0,0,0,0
3,52,0,0,0,0
4,78,0,0,0,0
5,86,0,0,0,0
6,100,1,0,0,0
7,101,0,1,0,0
8,114,0,1,0,0
9,152,1,0,1,0
10,195,1,0,1,0
11,203,2,0,1,0
12,204,2,0,1,0
13,225,1,1,1,0
14,233,1,1,2,0
15,234,1,1,2,0
16,250,1,0,3,0
17,282,1,0,3,0
18,323,1,0,3,0
19,324,1,0,3,0
20,349,1,0,3,0
21,349,2,0,3,0
22,351,1,0,3,0
23,363,1,0,3,0
24,353,1,0,2,0
25,345,2,0,2,0
26,348,3,0,2,0
27,339,3,0,2,0
28,338,3,0,1,0
29,341,3,0,1,0
30,369,5,0,1,0
31,358,5,2,1,0
32,360,4,1,2,0
33,342,4,1,2,0
34,326,4,2,2,0
35,371,4,1,3,0
36,372,1,2,3,0
37,356,1,2,3,0
38,424,1,2,3,0
39,412,1,2,2,0
40,399,1,0,3,0
41,408,0,1,3,0
42,397,0,1,3,0
43,406,0,1,2,0
44,392,1,0,3,0
45,387,1,0,3,0
46,414,1,1,3,0
47,412,1,1,3,0
48,432,1,2,3,0
49,445,1,2,2,0
50,449,1,1,1,0
51,435,1,0,2,0
52,422,1,0,2,0
53,420,1,0,2,0
54,409,1,0,2,0
55,401,1,0,2,0
56,390,1,0,2,0
57,384,2,0,2,0
58,422,2,0,2,0
59,386,2,0,2,0
60,387,2,0,2,0
