Day,Susceptible,Exposed,Infected,Recovered,Died
0,24,0,0,0,0
1,24,0,0,0,0
2,32,0,0,0,0
3,36,0,0,0,0
4,39,0,0,0,0
5,42,0,0,0,0
6,46,0,0,0,0
7,53,0,0,0,0
8,67,0,0,0,0
9,75,0,0,0,0
10,90,0,0,0,0
11,157,0,0,0,0
12,216,0,0,0,0
13,248,2,0,0,0
14,282,1,1,0,0
15,288,2,1,0,0
16,316,2,0,1,0
17,317,3,0,1,0
18,367,3,0,1,0
19,369,3,0,1,0
20,375,3,0,1,0
21,402,3,0,1,0
22,469,3,0,1,0
23,476,3,0,1,0
24,482,3,1,1,0
25,480,3,0,3,0
26,489,3,0,3,0
27,495,2,1,3,0
28,489,3,2,3,0
29,494,3,2,3,0
30,479,3,1,4,0
31,471,3,0,5,0
32,493,1,1,5,0
33,463,2,0,6,0
34,498,2,0,4,0
35,468,3,0,4,0
36,443,3,1,4,0
37,535,4,1,4,0
38,522,4,1,3,0
39,503,5,1,4,0
40,553,4,2,4,0
41,588,4,2,4,0
42,569,4,2,5,0
43,575,5,2,5,0
44,553,6,1,3,0
45,535,9,0,4,0
46,537,9,1,4,0
47,535,7,3,4,0
48,539,7,3,4,0
49,554,7,1,6,0
50,544,9,0,7,0
51,554,8,1,7,0
52,549,5,3,6,0
53,523,5,0,9,0
54,498,5,1,9,0
55,480,6,1,9,0
56,502,5,1,9,0
57,594,4,0,10,0
58,560,4,0,10,0
59,590,4,1,9,0
60,605,4,1,9,0
