Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,41,0,0,0,0
3,65,0,0,0,0
4,73,0,0,0,0
5,82,0,0,0,0
6,85,0,0,0,0
7,88,0,0,0,1
8,94,0,0,0,1
9,101,0,0,0,1
10,110,0,0,0,2
11,114,0,0,0,2
12,115,0,0,0,3
13,143,0,0,0,4
14,219,0,0,0,4
15,228,0,0,0,4
16,229,0,0,0,4
17,243,0,0,0,6
18,244,0,0,0,6
19,250,0,0,0,8
20,256,2,0,0,8
21,258,10,0,0,10
22,259,20,0,0,10
23,322,41,0,0,10
24,349,54,0,0,10
25,360,64,0,0,11
26,365,74,0,0,11
27,459,82,0,0,11
28,468,91,0,0,11
29,470,94,0,0,11
30,479,100,0,0,11
31,517,106,0,0,11
32,535,119,0,0,11
33,542,133,0,0,11
34,588,159,0,0,11
35,644,188,0,0,11
36,649,208,0,0,11
37,660,226,0,0,11
38,663,237,0,0,11
39,780,247,0,0,12
40,797,251,0,0,13
41,811,257,0,0,14
42,812,266,0,0,14
43,850,279,0,0,14
44,853,306,0,0,14
45,864,328,0,0,16
46,910,366,0,0,17
47,914,391,0,0,17
48,916,418,0,0,17
49,933,446,0,0,18
50,958,468,0,0,19
51,1010,481,0,0,20
52,1026,506,0,0,20
53,1047,531,0,0,21
54,1049,552,0,0,21
55,1061,580,0,0,21
56,1065,615,0,0,21
57,1114,644,0,0,21
58,1160,668,0,0,21
59,1189,698,0,0,22
60,1214,698,0,0,22
