Day,Susceptible,Exposed,Infected,Recovered,Died
0,24,0,0,0,0
1,24,0,0,0,0
2,65,0,0,0,0
3,89,0,0,0,0
4,97,0,0,0,0
5,106,0,0,0,0
6,109,0,0,0,0
7,111,1,0,0,0
8,117,1,0,0,0
9,124,0,1,0,0
10,132,1,1,0,0
11,136,1,1,0,0
12,136,2,1,0,0
13,163,3,1,0,0
14,239,3,0,1,0
15,248,2,1,1,0
16,249,2,0,2,0
17,261,4,0,2,0
18,262,4,0,2,0
19,266,6,0,2,0
20,270,6,0,2,0
21,263,4,3,2,0
22,254,4,1,4,0
23,297,4,0,4,0
24,311,4,0,4,0
25,311,5,0,4,0
26,306,4,1,4,0
27,393,4,0,4,0
28,394,4,0,3,0
29,393,4,0,3,0
30,397,3,0,3,0
31,430,2,0,3,0
32,436,2,0,2,0
33,429,2,0,2,0
34,451,1,0,1,0
35,479,0,0,1,0
36,464,0,0,1,0
37,457,0,0,1,0
38,449,0,0,1,0
39,556,1,0,0,0
40,568,2,0,0,0
41,575,2,1,0,0
42,567,2,1,0,0
43,592,2,1,0,0
44,568,1,1,1,0
45,556,2,0,2,0
46,563,2,1,2,0
47,542,2,0,3,0
48,517,1,1,3,0
49,506,1,1,3,0
50,508,1,2,3,0
51,546,2,1,4,0
52,537,2,1,4,0
53,532,3,1,4,0
54,513,3,1,4,0
55,499,3,1,2,0
56,468,2,2,2,0
57,490,1,1,2,0
58,512,1,1,2,0
59,510,1,1,3,0
60,535,1,1,3,0
