Day,Susceptible,Exposed,Infected,Recovered,Died
0,24,0,0,0,0
1,24,0,0,0,0
2,37,0,0,0,0
3,60,0,0,0,0
4,113,0,0,0,0
5,118,0,0,0,0
6,119,0,0,0,0
7,149,0,0,0,0
8,150,0,0,0,0
9,164,0,0,0,0
10,177,0,0,0,0
11,188,0,0,0,0
12,292,0,0,0,0
13,295,0,0,0,0
14,307,1,0,0,0
15,313,1,0,0,0
16,317,1,0,0,0
17,317,3,0,0,0
18,323,3,0,0,0
19,344,3,0,0,0
20,362,3,0,0,0
21,382,3,0,0,0
22,382,3,0,0,0
23,370,3,0,0,0
24,400,5,0,0,0
25,384,4,1,0,0
26,387,4,0,1,0
27,431,3,0,1,0
28,435,2,1,1,0
29,451,2,1,0,0
30,482,2,1,1,0
31,476,2,1,1,0
32,495,5,1,1,0
33,459,5,1,1,0
34,441,4,1,1,0
35,431,4,1,0,0
36,422,3,1,1,0
37,441,4,1,1,0
38,447,3,2,1,0
39,464,3,3,1,0
40,454,3,3,1,0
41,445,3,1,1,0
42,447,4,1,1,0
43,463,3,1,1,0
44,453,3,0,1,0
45,443,3,1,1,0
46,424,4,1,1,0
47,433,5,0,1,0
48,425,6,0,0,0
49,415,5,0,0,0
50,425,4,0,0,0
51,422,3,0,0,0
52,411,2,0,0,0
53,401,2,0,0,0
54,391,2,0,0,0
55,470,3,0,0,0
56,494,4,0,0,0
57,476,4,1,0,0
58,485,4,0,1,0
59,465,2,0,2,0
60,488,2,0,2,0
