Day,Susceptible,Exposed,Infected,Recovered,Died
0,24,0,0,0,0
1,24,0,0,0,0
2,51,0,0,0,0
3,70,0,0,0,0
4,139,0,0,0,0
5,153,1,0,0,0
6,168,1,0,0,0
7,195,1,0,0,0
8,216,1,0,0,0
9,251,1,0,0,0
10,255,0,0,1,0
11,265,0,0,1,0
12,273,0,0,1,0
13,296,0,0,1,0
14,302,0,0,1,0
15,311,0,0,1,0
16,316,0,0,1,0
17,323,0,0,1,0
18,325,0,0,1,0
19,326,0,0,1,0
20,348,0,0,1,0
21,364,0,0,1,0
22,354,1,0,1,0
23,346,1,0,1,0
24,362,0,1,1,0
25,342,0,1,0,0
26,338,0,0,1,0
27,348,0,0,1,0
28,317,0,0,0,0
29,318,0,0,0,0
30,300,0,0,0,0
31,360,0,0,0,0
32,365,0,0,0,0
33,359,0,0,0,0
34,353,0,0,0,0
35,364,1,0,0,0
36,369,0,1,0,0
37,391,1,1,0,0
38,446,0,1,0,0
39,451,0,1,0,0
40,443,0,1,0,0
41,434,0,0,1,0
42,427,0,0,1,0
43,419,0,0,1,0
44,426,0,0,0,0
45,425,1,0,0,0
46,429,2,0,0,0
47,429,2,0,0,0
48,415,3,0,0,0
49,401,2,1,0,0
50,398,1,3,1,0
51,426,1,2,2,0
52,402,1,1,3,0
53,432,1,1,3,0
54,444,1,1,2,0
55,433,1,1,2,0
56,455,1,1,2,0
57,445,1,1,2,0
58,459,2,1,2,0
59,464,3,1,2,0
60,487,3,1,2,0
