day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated	num-immunized	num-immunized-in-quarantine	num-immunized-in-quarantine-external-1	num-immunized-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123456870	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	37	0	0	0	0	[]	0	0
1	123456870	252	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	86	37	0	0	0	1	[]	0	0
2	123456870	252	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	86	37	0	0	0	1	[]	0	0
3	123456870	252	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	86	37	0	0	0	1	[]	0	0
4	123456870	251	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	86	37	0	0	0	2	[]	0	1
5	123456870	245	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	86	37	0	0	0	3	[]	0	1
6	123456870	245	5	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	1	0	0	1	86	37	0	0	0	3	[]	0	2
7	123456870	245	4	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	19	1	0	0	1	86	37	0	0	0	3	[]	0	2
8	123456870	241	5	5	1	0	0	0	0	0	0	0	0	0	0	1	0	0	20	1	0	0	1	86	37	0	0	0	3	[]	0	2
9	123456870	231	13	5	2	0	0	0	0	0	0	0	0	0	0	2	0	0	25	2	0	0	2	86	37	0	0	0	3	[]	0	2
10	123456870	225	15	8	3	0	0	0	0	0	0	0	0	0	0	2	0	0	27	2	0	0	2	86	37	0	0	0	3	[]	0	2
11	123456870	223	12	11	4	0	0	0	0	0	0	0	0	0	0	3	0	0	30	3	0	0	3	86	37	0	0	0	3	[]	0	2
12	123456870	220	10	13	5	0	0	0	0	0	0	2	0	0	0	3	0	0	32	3	0	2	3	86	37	0	0	0	3	[]	0	2
13	123456870	220	5	16	7	0	0	0	0	0	0	2	0	0	0	3	0	0	34	3	0	2	3	86	37	0	0	0	3	[]	0	2
14	123456870	220	5	14	9	0	0	0	0	0	0	2	0	0	0	3	0	0	38	3	0	2	3	86	37	0	0	0	3	[]	0	2
15	123456870	214	9	15	10	0	0	0	0	0	0	2	0	0	0	3	0	0	39	3	0	2	3	86	37	0	0	0	3	[]	0	3
16	123456870	207	13	14	13	0	0	0	0	0	0	2	1	0	0	2	1	0	41	4	0	3	4	86	37	0	0	0	3	[]	0	3
17	123456870	194	20	20	13	0	0	0	0	0	0	2	1	0	0	2	1	0	44	4	0	3	4	86	37	0	0	0	3	[]	0	4
18	123456870	182	25	25	15	0	0	0	0	0	0	2	1	0	0	2	1	0	45	4	0	3	4	86	37	0	0	0	3	[]	0	5
19	123456870	168	29	32	16	0	0	0	0	0	0	4	1	0	0	3	0	0	47	5	0	5	5	86	37	0	0	0	3	[]	0	5
20	123456870	168	22	32	20	0	0	0	0	0	0	4	1	0	0	6	0	0	53	8	0	5	8	86	37	0	0	0	3	[]	0	5
21	123456870	168	13	38	24	0	0	0	0	0	0	4	1	0	0	5	0	0	54	8	0	5	8	86	37	0	0	0	3	[]	0	6
22	123456870	148	27	39	31	0	0	0	0	0	0	3	0	0	0	5	0	0	56	8	0	5	8	86	37	0	0	0	3	[]	0	7
23	123456870	129	33	40	43	0	0	0	0	0	0	2	1	0	0	4	1	0	59	8	0	5	8	86	37	0	0	0	3	[]	0	7
24	123456870	116	33	49	47	0	0	0	0	0	0	2	1	0	0	2	3	0	59	8	0	5	8	86	37	0	0	0	3	[]	0	8
25	123456870	90	46	53	55	0	0	0	0	0	0	1	2	0	0	3	3	0	62	9	0	5	9	86	37	0	0	0	4	[]	0	10
26	123456870	69	55	55	66	0	0	0	0	0	0	1	1	0	0	3	3	0	66	10	0	5	10	86	37	0	0	0	4	[]	0	10
