day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated	num-immunized	num-immunized-in-quarantine	num-immunized-in-quarantine-external-1	num-immunized-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123456854	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	42	0	0	0	0	[]	0	0
1	123456854	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	42	0	0	0	0	[]	0	0
2	123456854	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	86	42	0	0	0	0	[]	0	0
3	123456854	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	86	42	0	0	0	0	[]	0	0
4	123456854	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	86	42	0	0	0	0	[]	0	0
5	123456854	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	86	42	0	0	0	0	[]	0	0
6	123456854	247	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	86	42	0	0	0	1	[]	0	1
7	123456854	246	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	86	42	0	0	0	2	[]	0	1
8	123456854	239	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	86	42	0	0	0	2	[]	0	2
9	123456854	229	12	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	86	42	0	0	0	3	[]	0	2
10	123456854	221	16	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	86	42	0	0	0	3	[]	0	2
11	123456854	205	20	19	3	0	0	0	0	0	0	0	0	0	0	1	0	0	15	1	0	0	1	86	42	0	0	0	4	[]	0	5
12	123456854	182	32	26	4	0	0	0	0	0	0	1	0	0	0	3	0	0	18	3	0	1	3	86	42	0	0	0	4	[]	0	5
13	123456854	182	22	26	13	0	0	0	0	0	0	1	0	0	0	3	1	0	21	4	0	1	4	86	42	0	0	0	4	[]	0	5
14	123456854	182	11	35	14	0	0	0	0	0	0	1	0	0	0	4	1	0	23	5	0	1	5	86	42	0	0	0	4	[]	0	6
15	123456854	152	33	36	19	0	0	0	0	0	0	1	0	0	0	5	2	0	25	7	0	1	7	86	42	0	0	0	4	[]	0	8
16	123456854	122	47	40	30	0	0	0	0	0	0	1	0	0	0	5	3	0	28	8	0	1	8	86	42	0	0	0	4	[]	0	9
17	123456854	108	39	56	34	0	0	0	0	0	0	2	0	0	0	5	4	0	29	9	0	2	9	86	42	0	0	0	4	[]	0	9
18	123456854	96	38	59	44	0	0	0	0	0	0	2	0	0	0	5	4	0	32	9	0	2	9	86	42	0	0	0	4	[]	0	9
19	123456854	78	43	68	48	0	0	0	0	0	0	2	0	0	0	2	7	0	35	9	0	2	9	86	42	0	0	0	4	[]	0	9
20	123456854	78	32	63	59	0	0	0	0	0	0	3	0	0	0	5	8	0	37	13	0	3	13	86	42	0	0	0	4	[]	0	9
21	123456854	78	23	59	68	0	0	0	0	0	0	4	2	0	0	5	9	0	42	15	0	6	15	86	42	0	0	0	4	[]	0	10
22	123456854	62	35	53	78	0	0	0	0	0	0	2	3	0	0	8	7	0	43	18	0	6	18	86	42	0	0	0	5	[]	0	10
23	123456854	56	35	47	91	0	0	0	0	0	0	0	5	0	0	7	7	0	43	18	0	6	18	86	42	0	0	0	5	[]	0	10
24	123456854	48	32	48	99	0	0	0	0	0	0	0	5	0	0	10	6	0	45	21	0	6	21	86	42	0	0	0	5	[]	0	12
25	123456854	36	35	51	107	0	0	0	0	0	0	0	5	0	0	8	6	0	48	21	0	6	21	86	42	0	0	0	5	[]	0	12
26	123456854	21	37	56	114	0	0	0	0	0	0	0	5	0	0	10	5	0	49	23	0	6	23	86	42	0	0	0	5	[]	0	12
27	123456854	21	26	61	120	0	0	0	0	0	0	1	4	0	0	10	5	0	50	24	0	7	24	86	42	0	0	0	5	[]	0	12
28	123456854	21	15	68	123	0	0	0	0	0	0	1	4	0	0	11	5	0	51	25	0	7	25	86	42	0	0	0	5	[]	0	12
29	123456854	13	18	60	133	0	0	0	0	0	0	1	4	0	0	13	6	0	53	28	0	7	28	86	42	0	0	0	5	[]	0	12
