day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated	num-immunized	num-immunized-in-quarantine	num-immunized-in-quarantine-external-1	num-immunized-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123456970	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	45	0	0	0	0	[]	0	0
1	123456970	244	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	86	45	0	0	0	1	[]	0	0
2	123456970	244	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	86	45	0	0	0	1	[]	0	0
3	123456970	244	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	86	45	0	0	0	1	[]	0	0
4	123456970	244	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	86	45	0	0	0	1	[]	0	1
5	123456970	240	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	86	45	0	0	0	2	[]	0	0
6	123456970	239	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	86	45	0	0	0	3	[]	0	2
7	123456970	239	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	86	45	0	0	0	3	[]	0	1
8	123456970	232	7	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	86	45	0	0	0	3	[]	0	1
9	123456970	228	10	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	86	45	0	0	0	3	[]	0	1
10	123456970	227	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	86	45	0	0	0	3	[]	0	1
11	123456970	224	6	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	86	45	0	0	0	3	[]	0	2
12	123456970	216	9	12	8	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	86	45	0	0	0	3	[]	0	2
13	123456970	216	6	14	8	0	0	0	0	0	0	0	0	0	0	1	0	0	33	1	0	0	1	86	45	0	0	0	3	[]	0	2
14	123456970	216	5	10	10	0	0	0	0	0	0	0	0	0	0	3	1	0	36	4	0	0	4	86	45	0	0	0	3	[]	0	2
15	123456970	215	3	12	11	0	0	0	0	0	0	0	0	0	0	2	2	0	37	4	0	0	4	86	45	0	0	0	3	[]	0	2
16	123456970	214	2	13	12	0	0	0	0	0	0	0	0	0	0	1	3	0	41	4	0	0	4	86	45	0	0	0	3	[]	0	2
17	123456970	209	5	13	14	0	0	0	0	0	0	0	0	0	0	1	3	0	44	4	0	0	4	86	45	0	0	0	3	[]	0	2
18	123456970	198	13	11	17	0	0	0	0	0	0	0	0	0	0	3	3	0	48	6	0	0	6	86	45	0	0	0	3	[]	0	3
19	123456970	196	11	11	21	0	0	0	0	0	0	0	0	0	0	3	3	0	49	6	0	0	6	86	45	0	0	0	3	[]	0	3
20	123456970	196	9	12	22	0	0	0	0	0	0	0	0	0	0	3	3	0	50	6	0	0	6	86	45	0	0	0	3	[]	0	4
