Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,3,0,0,0,0
3,86,0,0,0,0
4,98,0,0,0,0
5,120,0,0,0,0
6,138,0,0,0,1
7,173,0,0,0,1
8,174,0,0,0,2
9,212,0,0,0,3
10,216,0,0,0,3
11,217,0,0,0,3
12,235,0,0,0,3
13,242,0,0,0,3
14,260,0,0,0,3
15,284,0,0,0,3
16,285,0,0,0,4
17,309,0,0,0,4
18,329,0,0,0,5
19,338,1,0,0,6
20,381,2,0,0,6
21,387,6,0,0,7
22,405,19,0,0,7
23,411,35,0,0,9
24,447,63,0,0,9
25,448,89,0,0,9
26,474,114,0,0,9
27,484,139,0,0,9
28,498,156,0,0,9
29,502,176,0,0,10
30,506,191,0,0,11
31,519,204,0,0,12
32,533,218,0,0,12
33,569,226,0,0,14
34,571,243,0,0,14
35,573,261,0,0,14
36,604,280,0,0,14
37,646,293,0,0,14
38,648,306,0,0,14
39,664,328,0,0,14
40,665,345,0,0,15
41,667,360,0,0,15
42,710,386,0,0,16
43,711,404,0,0,16
44,771,417,0,0,16
45,790,434,0,0,17
46,803,450,0,0,18
47,804,467,0,0,18
48,850,477,0,0,18
49,851,485,0,0,18
50,852,496,0,0,18
51,870,505,0,0,18
52,875,520,0,0,19
53,892,541,0,0,19
54,930,560,0,0,20
55,931,568,0,0,21
56,937,582,0,0,21
57,947,600,0,0,21
58,956,616,0,0,21
59,1014,639,0,0,23
60,1020,639,0,0,23
